id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
3588,elasticjob-elastic-job-lite,io.elasticjob.lite.event.jobexecutioneventtest.assertnewjobexecutionevent,0,1,0,0,0,1,0,0,0,11.0,8.0,9.0,0.135,15,5,0,1,1,1,1,1,1,1,4
3589,elasticjob-elastic-job-lite,io.elasticjob.lite.event.jobexecutioneventtest.assertexecutionsuccess,0,1,0,0,0,0,0,0,0,6.0,2.0,4.0,0.001,7,3,0,1,1,1,1,1,1,1,0
3590,elasticjob-elastic-job-lite,io.elasticjob.lite.event.jobexecutioneventtest.assertexecutionfailure,0,1,0,1,0,0,0,0,0,7.0,3.0,5.0,0.05,14,5,0,1,1,1,1,1,1,1,1
3591,elasticjob-elastic-job-lite,io.elasticjob.lite.event.jobeventbustest.assertregisterfailure,0,0,0,0,0,0,0,0,0,4.0,0.0,2.0,0.079,9,6,0,1,1,1,1,1,1,1,1
3592,elasticjob-elastic-job-lite,io.elasticjob.lite.event.jobeventbustest.assertpost,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.503,13,8,0,1,1,1,1,1,1,1,0
3593,elasticjob-elastic-job-lite,io.elasticjob.lite.event.jobeventbustest.assertpostwithoutlistener,0,0,0,0,0,0,0,0,0,7.0,0.0,2.0,0.919,10,5,0,1,1,1,1,1,1,1,2
3596,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertaddjobexecutionevent,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.014,23,6,0,1,1,1,1,1,1,1,0
3597,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertaddjobstatustraceevent,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,0.062,12,8,0,1,1,1,1,1,1,1,0
3598,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertaddjobstatustraceeventwhenfailoverwithtaskstagingstate,0,1,0,1,0,0,0,0,0,8.0,2.0,5.0,0.075,29,8,0,1,1,1,1,1,1,1,2
3599,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertaddjobstatustraceeventwhenfailoverwithtaskfailedstate,0,1,0,1,0,0,0,0,0,14.0,2.0,8.0,0.025,30,8,0,1,1,1,1,1,1,1,2
3600,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertupdatejobexecutioneventwhensuccess,0,1,0,0,0,1,0,0,0,6.0,2.0,4.0,0.033,21,6,0,1,1,1,1,1,1,1,0
3601,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertupdatejobexecutioneventwhenfailure,0,1,0,0,0,1,0,0,0,8.0,4.0,6.0,0.062,20,8,0,1,1,1,1,1,1,1,1
3602,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertupdatejobexecutioneventwhensuccessandconflict,0,1,0,0,0,1,0,0,0,6.0,2.0,4.0,3.062,12,7,0,1,1,1,1,1,1,1,0
3603,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertupdatejobexecutioneventwhenfailureandconflict,0,1,0,0,0,1,0,0,0,7.0,3.0,5.0,0.022,19,8,0,1,1,1,1,1,1,1,1
3604,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertupdatejobexecutioneventwhenfailureandmessageexceed,0,1,0,0,0,1,0,0,0,11.0,3.0,7.0,0.022,22,8,0,1,1,1,1,1,1,1,1
3605,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbstoragetest.assertfindjobexecutionevent,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.035,23,6,0,1,1,1,1,1,1,1,0
3608,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithpagesizeandnumber,0,1,0,0,0,0,0,0,1,14.0,8.0,12.0,0.088,25,8,0,1,1,1,1,1,1,1,8
3609,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswitherrorpagesizeandnumber,0,1,0,0,0,0,0,0,1,5.0,2.0,3.0,0.002,16,8,0,1,1,1,1,1,1,1,2
3610,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithsort,0,1,0,0,0,0,0,0,1,10.0,6.0,8.0,0.032,19,8,0,1,1,1,1,1,1,1,6
3611,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswitherrorsort,0,1,0,0,0,0,0,0,1,9.0,5.0,7.0,0.017,17,8,0,1,1,1,1,1,1,1,5
3612,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithtime,1,1,0,0,0,0,0,0,1,19.0,10.0,17.0,0.085,30,8,0,1,1,1,1,1,1,1,10
3613,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithfields,0,1,0,0,0,0,0,0,1,12.0,4.0,10.0,0.022,23,8,0,1,1,1,1,1,1,1,4
3614,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswitherrorfields,0,1,0,0,0,0,0,0,1,7.0,2.0,5.0,0.025,18,8,0,1,1,1,1,1,1,1,2
3615,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithpagesizeandnumber,0,1,0,0,0,0,0,0,1,14.0,8.0,12.0,0.031,23,8,0,1,1,1,1,1,1,1,8
3616,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswitherrorpagesizeandnumber,0,1,0,0,0,0,0,0,1,5.0,2.0,3.0,0.004,14,8,0,1,1,1,1,1,1,1,2
3617,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithsort,0,1,0,0,0,0,0,0,1,10.0,6.0,8.0,0.019,18,8,0,1,1,1,1,1,1,1,6
3618,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswitherrorsort,0,1,0,0,0,0,0,0,1,9.0,5.0,7.0,0.03,17,8,0,1,1,1,1,1,1,1,5
3619,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithtime,1,1,0,0,0,0,0,0,1,19.0,10.0,17.0,0.053,28,8,0,1,1,1,1,1,1,1,10
3620,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithfields,0,1,0,0,0,0,0,0,1,7.0,2.0,7.0,0.144,26,14,0,1,1,1,1,1,1,1,2
3621,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswitherrorfields,0,1,0,0,0,0,0,0,1,7.0,2.0,5.0,0.011,16,8,0,1,1,1,1,1,1,1,2
3623,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdblistenertest.assertpostjobexecutionevent,0,0,0,0,0,1,0,0,0,5.0,0.0,3.0,0.057,30,11,0,1,1,1,1,1,1,1,2
3624,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdblistenertest.assertpostjobstatustraceevent,0,0,0,0,0,1,0,0,0,6.0,0.0,4.0,2.963,18,12,0,1,1,1,1,1,1,1,2
3625,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbidentitytest.assertgetidentity,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.051,3,2,0,1,1,1,1,1,1,1,1
3626,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbconfigurationtest.assertgetdatasource,0,0,0,0,0,0,0,0,0,8.0,1.0,6.0,0.014,9,3,0,1,1,1,1,1,1,1,5
3627,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbconfigurationtest.assertcreatejobeventlistenersuccess,0,0,0,0,0,0,0,0,0,8.0,1.0,7.0,3.363,15,7,0,1,1,1,1,1,1,1,5
3628,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbconfigurationtest.assertcreatejobeventlistenerfailure,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.016,6,6,0,1,1,1,1,1,1,1,0
3630,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithnull,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,4,2,0,1,1,1,1,1,1,1,0
3631,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithotherexception,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.005,4,3,0,1,1,1,1,1,1,1,0
3632,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithconnectionlossexception,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,3,2,0,1,1,1,1,1,1,1,0
3633,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithnonodeexception,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.003,3,2,0,1,1,1,1,1,1,1,0
3634,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithnonodeexistsexception,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,3,2,0,1,1,1,1,1,1,1,0
3635,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithcausedconnectionlossexception,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,3,2,0,1,1,1,1,1,1,1,0
3636,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithcausednonodeexception,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,3,2,0,1,1,1,1,1,1,1,0
3637,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithcausednonodeexistsexception,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,1.154,3,2,0,1,1,1,1,1,1,1,0
3638,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperconfigurationtest.assertnewzookeeperconfigurationforserverlistsandnamespace,0,1,0,0,0,0,0,0,0,8.0,5.0,6.0,0.018,8,2,0,1,1,1,1,1,1,1,5
3643,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperregistrycentermodifytest.assertpersist,0,1,0,0,0,1,0,0,1,6.0,2.0,4.0,0.015,9,2,0,1,1,1,1,1,1,1,2
3644,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperregistrycentermodifytest.assertupdate,0,0,0,0,0,1,0,0,1,5.0,1.0,3.0,0.095,7,2,0,1,1,1,1,1,1,1,1
3645,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperregistrycentermodifytest.assertpersistephemeral,0,1,0,0,0,1,0,0,1,13.0,4.0,11.0,0.578,17,4,0,1,1,1,1,1,1,1,10
3646,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperregistrycentermodifytest.assertpersistsequential,0,1,0,0,0,1,0,0,1,13.0,5.0,8.0,0.048,14,3,0,1,1,1,1,1,1,1,10
3647,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperregistrycentermodifytest.assertpersistephemeralsequential,0,1,0,0,0,0,0,0,1,16.0,3.0,2.0,0.657,11,6,0,1,1,1,1,1,1,1,0
3648,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperregistrycentermodifytest.assertremove,0,0,0,0,0,1,0,0,1,4.0,1.0,2.0,0.042,5,2,0,1,1,1,1,1,1,1,0
3649,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.jobconfigurationexceptiontest.assertgetmessage,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.034,3,2,0,1,1,1,1,1,1,1,1
3650,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.jobconfigurationexceptiontest.assertgetcause,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.031,4,2,0,1,1,1,1,1,1,1,1
3651,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.jobsystemexceptiontest.assertgetmessage,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.039,4,2,0,1,1,1,1,1,1,1,1
3652,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.jobsystemexceptiontest.assertgetcause,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.029,3,2,0,1,1,1,1,1,1,1,1
3653,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.jobstatisticexceptiontest.assertgetcause,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.049,4,2,0,1,1,1,1,1,1,1,1
3654,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.exceptionutiltest.asserttransformwitherror,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.001,7,2,0,1,1,1,1,1,1,1,0
3655,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.exceptionutiltest.asserttransformwithexception,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.017,7,2,0,1,1,1,1,1,1,1,0
3656,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.exceptionutiltest.asserttransformwithnull,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.035,3,2,0,1,1,1,1,1,1,1,1
3657,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.jobexecutionenvironmentexceptiontest.assertgetmessage,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.039,4,2,0,1,1,1,1,1,1,1,1
3658,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertnew,0,1,0,0,0,0,0,0,0,8.0,5.0,6.0,0.014,10,4,0,1,1,1,1,1,1,1,6
3659,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertnewwithoutslaveid,0,0,0,0,0,0,0,0,0,4.0,1.0,2.0,0.077,5,3,0,1,1,1,1,1,1,1,2
3660,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertgetmetainfo,0,0,0,0,0,0,0,0,0,4.0,1.0,2.0,0.0,5,3,0,1,1,1,1,1,1,1,2
3661,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.asserttaskcontextfrom,0,1,0,0,0,0,0,0,0,8.0,5.0,6.0,0.029,13,6,0,1,1,1,1,1,1,1,5
3662,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertmetainfofromwithmetainfo,0,1,0,0,0,1,0,0,0,5.0,2.0,3.0,0.196,6,3,0,1,1,1,1,1,1,1,2
3663,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertmetainfofromwithtaskid,0,1,0,0,0,1,0,0,0,5.0,2.0,3.0,0.0,6,3,0,1,1,1,1,1,1,1,2
3664,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertmetainfofromwithmetainfowithoutshardingitems,0,1,0,0,0,1,0,0,0,5.0,2.0,3.0,0.002,5,2,0,1,1,1,1,1,1,1,1
3665,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertmetainfofromwithtaskidwithoutshardingitems,0,1,0,0,0,1,0,0,0,5.0,2.0,3.0,0.001,5,2,0,1,1,1,1,1,1,1,1
3666,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertgetidforunassignedslave,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.002,6,5,0,1,1,1,1,1,1,1,1
3667,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertgettaskname,0,0,0,1,0,0,0,0,0,4.0,1.0,2.0,0.015,8,6,0,1,1,1,1,1,1,1,1
3668,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertgetexecutorid,0,0,0,1,0,0,0,0,0,4.0,1.0,2.0,0.002,8,6,0,1,1,1,1,1,1,1,1
3669,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertsetslaveid,0,1,0,0,0,0,0,0,0,6.0,2.0,4.0,0.001,7,3,0,1,1,1,1,1,1,1,3
3670,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertsetidle,0,1,0,0,0,0,0,0,0,6.0,2.0,5.0,0.002,7,3,0,1,1,1,1,1,1,1,1
3672,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertaddtaskresultstatistics,0,0,0,0,0,1,0,0,0,5.0,1.0,2.0,0.076,16,4,0,1,1,1,1,1,1,1,0
3673,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertaddtaskrunningstatistics,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0.041,13,4,0,1,1,1,1,1,1,1,0
3674,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertaddjobrunningstatistics,0,0,0,0,0,0,0,0,0,3.0,1.0,4.0,0.043,18,4,0,1,1,1,1,1,1,1,0
3675,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertaddjobregisterstatistics,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.038,13,4,0,1,1,1,1,1,1,1,0
3676,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindtaskresultstatisticswhentableisempty,0,1,0,0,0,0,0,0,0,5.0,3.0,3.0,0.105,13,3,0,1,1,1,1,1,1,1,3
3677,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindtaskresultstatisticswithdifferentfromdate,0,1,0,1,0,0,0,0,0,10.0,4.0,1.0,0.134,20,4,0,1,1,1,1,1,1,1,0
3678,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertgetsummedtaskresultstatisticswhentableisempty,0,1,0,0,0,1,0,0,0,7.0,2.0,1.0,4.02,11,4,0,1,1,1,1,1,1,1,2
3679,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertgetsummedtaskresultstatistics,0,1,0,1,0,1,0,0,0,10.0,2.0,1.0,0.088,23,4,0,1,1,1,1,1,1,1,2
3680,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatesttaskresultstatisticswhentableisempty,0,0,0,0,0,1,0,0,0,5.0,1.0,1.0,0.095,13,3,0,1,1,1,1,1,1,1,1
3681,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatesttaskresultstatistics,0,1,0,1,0,1,0,0,0,9.0,2.0,1.0,0.136,18,4,0,1,1,1,1,1,1,1,2
3682,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindtaskrunningstatisticswhentableisempty,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.056,10,3,0,1,1,1,1,1,1,1,1
3683,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindtaskrunningstatisticswithdifferentfromdate,0,1,0,1,0,0,0,0,0,8.0,4.0,1.0,0.096,20,4,0,1,1,1,1,1,1,1,0
3684,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatesttaskrunningstatisticswhentableisempty,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.112,12,3,0,1,1,1,1,1,1,1,1
3685,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatesttaskrunningstatistics,0,0,0,1,0,0,0,0,0,6.0,1.0,4.0,0.071,16,4,0,1,1,1,1,1,1,1,1
3686,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindjobrunningstatisticswhentableisempty,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.104,10,3,0,1,1,1,1,1,1,1,1
3687,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindjobrunningstatisticswithdifferentfromdate,0,1,0,1,0,0,0,0,0,8.0,4.0,1.0,0.114,20,4,0,1,1,1,1,1,1,1,0
3688,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatestjobrunningstatisticswhentableisempty,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.072,9,3,0,1,1,1,1,1,1,1,1
3689,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatestjobrunningstatistics,0,0,0,1,0,0,0,0,0,6.0,1.0,4.0,0.069,19,4,0,1,1,1,1,1,1,1,1
3690,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindjobregisterstatisticswhentableisempty,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.018,14,3,0,1,1,1,1,1,1,1,1
3691,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindjobregisterstatisticswithdifferentfromdate,0,1,0,1,0,0,0,0,0,8.0,4.0,1.0,0.048,16,4,0,1,1,1,1,1,1,1,0
3692,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatestjobregisterstatisticswhentableisempty,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.124,9,3,0,1,1,1,1,1,1,1,1
3693,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatestjobregisterstatistics,0,0,0,1,0,0,0,0,0,6.0,1.0,4.0,0.019,19,4,0,1,1,1,1,1,1,1,1
3695,elasticjob-elastic-job-lite,io.elasticjob.lite.api.shardingcontexttest.assertnew,0,1,0,0,0,1,0,0,0,10.0,6.0,8.0,0.043,15,4,0,1,1,1,1,1,1,1,6
3696,elasticjob-elastic-job-lite,io.elasticjob.lite.api.shardingcontexttest.asserttostring,0,0,0,0,0,1,0,0,0,4.0,1.0,1.0,0.001,9,4,0,1,1,1,1,1,1,1,1
3698,elasticjob-elastic-job-lite,io.elasticjob.lite.api.jobschedulertest.assertinit,0,1,0,0,0,1,0,0,0,9.0,2.0,34.0,8.365,137,50,0,1,1,1,1,1,1,1,10
3699,elasticjob-elastic-job-lite,io.elasticjob.lite.api.strategy.impl.odevitysortbynamejobshardingstrategytest.assertshardingbyasc,0,0,0,0,0,0,0,0,0,7.0,1.0,5.0,0.01,15,4,0,1,1,1,1,1,1,1,1
3700,elasticjob-elastic-job-lite,io.elasticjob.lite.api.strategy.impl.odevitysortbynamejobshardingstrategytest.assertshardingbydesc,0,0,0,0,0,0,0,0,0,7.0,1.0,5.0,0.069,19,4,0,1,1,1,1,1,1,1,1
3701,elasticjob-elastic-job-lite,io.elasticjob.lite.api.strategy.impl.averageallocationjobshardingstrategytest.shardingforzeroserver,0,0,0,0,0,1,0,0,0,3.0,1.0,3.0,0.007,4,2,0,1,1,1,1,1,1,1,1
3702,elasticjob-elastic-job-lite,io.elasticjob.lite.api.strategy.impl.averageallocationjobshardingstrategytest.shardingforoneserver,0,0,0,0,0,1,0,0,0,5.0,1.0,3.0,0.004,10,3,0,1,1,1,1,1,1,1,1
3703,elasticjob-elastic-job-lite,io.elasticjob.lite.api.strategy.impl.averageallocationjobshardingstrategytest.shardingforserversmorethanshardingcount,0,0,0,0,0,1,0,0,0,7.0,1.0,5.0,0.001,13,3,0,1,1,1,1,1,1,1,1
3704,elasticjob-elastic-job-lite,io.elasticjob.lite.api.strategy.impl.averageallocationjobshardingstrategytest.shardingforserverslessthanshardingcountaliquot,0,0,0,0,0,1,0,0,0,7.0,1.0,5.0,0.006,12,3,0,1,1,1,1,1,1,1,1
